year,team,conference,rating,secondOrderWins,sos,offense.rating,offense.success,offense.explosiveness,offense.rushing,offense.passing,offense.standardDowns,offense.passingDowns,offense.runRate,offense.pace,defense.rating,defense.success,defense.explosiveness,defense.rushing,defense.passing,defense.standardDowns,defense.passingDowns,defense.havoc.total,defense.havoc.frontSeven,defense.havoc.db,specialTeams.rating
2001,SMU,American Athletic,-10.8,,,18.3,,,,,,,,,29,,,,,,,,,,
2001,San José State,Mountain West,-10.9,,,26.1,,,,,,,,,37,,,,,,,,,,
2001,San Diego State,Mountain West,-11.2,,,15.7,,,,,,,,,26.9,,,,,,,,,,
2001,New Mexico State,FBS Independents,-11.6,,,22.8,,,,,,,,,34.4,,,,,,,,,,
2001,Central Michigan,Mid-American,-11.9,,,20.4,,,,,,,,,32.3,,,,,,,,,,
2001,Houston,American Athletic,-14.4,,,21.1,,,,,,,,,35.5,,,,,,,,,,
2001,Wyoming,Mountain West,-15.1,,,20.6,,,,,,,,,35.7,,,,,,,,,,
2001,Rutgers,Big Ten,-16.1,,,15.4,,,,,,,,,31.4,,,,,,,,,,
2001,Army,FBS Independents,-17.4,,,18.3,,,,,,,,,35.7,,,,,,,,,,
2001,Buffalo,Mid-American,-17.7,,,13.4,,,,,,,,,31.1,,,,,,,,,,
2001,Duke,ACC,-18.2,,,22.9,,,,,,,,,41.1,,,,,,,,,,
2001,Navy,American Athletic,-18.3,,,17.2,,,,,,,,,35.5,,,,,,,,,,
2001,Connecticut,American Athletic,-19.4,,,15.8,,,,,,,,,35.2,,,,,,,,,,
2001,Louisiana Monroe,Sun Belt,-20,,,13.5,,,,,,,,,33.5,,,,,,,,,,
2001,Eastern Michigan,Mid-American,-20.3,,,17.1,,,,,,,,,37.4,,,,,,,,,,
2001,Tulsa,American Athletic,-21.3,,,15.7,,,,,,,,,37,,,,,,,,,,
2001,UTEP,Conference USA,-21.9,,,18.6,,,,,,,,,40.5,,,,,,,,,,
2001,Louisiana,Sun Belt,-22.3,,,17.8,,,,,,,,,40.1,,,,,,,,,,
2001,Arkansas State,Sun Belt,-25.8,,,10.7,,,,,,,,,36.5,,,,,,,,,,
2001,nationalAverages,,-0.00256405605210198,,,26.5829059405205,,,,,,,,,26.578632566664,,,,,,,,,,
