,Ln,Dn,Ds,DForm,OForm,Box,WR,RB,TE,Play,Player,Type,Yards,description,YTEZ,YTG,PassDown,Block,RollingAvg5,RollingAvg10,RollingAvg20,RollingAvg40,TypeNum,YardsGained,NetYards,Catch,Success,NetSuccess,3yds,PenaltyYards,FirstDown,BigPlay,BigPlay10+,BigPlay20+,BigPlay30+,BigPlay40+,Game,PlayNum,Year
0,m20,1,10,4-3 even,shotgun 3-wide,7,3.0,1.0,1.0,power o,charbonnet,run,6,"
jet fake, power the other way. no read, 6 v 7 in box. rutgers then has a guy hanging outside of the force guy so m gets it back. onwenu(+2) puts a dt on the ground, immediate pancake. bredeson(+0.5) pulls and gets his kickout. mayfield(+0.5) gets a free release to a lb and gets him. no one really shows for eubanks; he should probably look for work before the ls, either the lb who screwed up and is coming back or the dt able to peel off ruiz’s(-0.5) block.those two guys tackle from the side at 3 yards, yac.
",80,10,0,,,,,,0,6.0,6.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,0,2019
1,m26,2,4,nickel over,shotgun 3-wide,6.5,3.0,1.0,1.0,waggle out,bell,pass,14,"
stretch pa, rollout into a pretty standard waggle with a guy in the flat and some deeper routes. bell (route+) draws man coverage vs a safety and breaks it back upfield, open by yards. patterson makes no mistake. (ca, 3, protection n/a, rps +1
",74,4,0,,0.0,0.0,0.0,0.0,1,14.0,14.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-rutgers,1,2019
2,m40,1,10,4-3 even sam,shotgun trips te,7.5,3.0,1.0,1.0,down cg,turner,run,2,"
block down on the dl, pull two guys around. this a legitimate 6 v 8 box with a safety at six yards so even though all the blocks get made it doesn’t go anywhere. eubanks(+0.5) and mayfield(+0.5) get additional shoves on guys already slanting away. onwenu(+0.5) gets a kick; ruiz(+0.5) finds another lb. turner makes a late decision right off ruiz’s butt and still gets truck sticked by the safety. rps –1.
",60,10,0,,0.5,0.5,0.5,0.5,0,2.0,2.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,2,2019
3,m42,2,8,nickel even,pistol twins twin te,6.5,2.0,1.0,2.0,zone stretch,turner,run,10,"
gap is largely because onwenu(+1) and ruiz(+1) end up doubling a dt and blowing him four yards downfield. mayfield(+0.5) found and got a second level block; turner(+0.5) slides through the gaps efficiently. bredeson(-0.5) had some issues with the other dt but did have enough of an impact to prevent a tackle at the los.
",58,8,1,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,10.0,10.0,,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-rutgers,3,2019
4,o48,1,10,nickel even,shotgun 3-wide tight,6.5,3.0,1.0,1.0,out,collins,pass,48,"
this is really just a five yard out that the db is so far off on that he can’t tackle. his post throw angle is a lot of it, this could have been 12 yards. instead a blown tackle attempt that’s not even a plus for collins and gone. all(+0.5) with the cutoff on the s that he makes clear is not flag-worthy by pulling off enough. (ca, 3, protection 1/1) collins route + i guess?
",48,10,0,,0.25,0.25,0.25,0.25,1,48.0,48.0,1.0,1.0,1.0,1,0,0,1,1,1,1,1,2019-offense-vs-rutgers,4,2019
5,m39,1,10,4-3 even,pistol trips te,7.5,3.0,1.0,1.0,deep out,bell,pass,17,"
a million years for patterson, who has patience and finds bell as he goes from wr #3 to a 15-yard out. ball is high and forces a leaping catch out of bell; torn. there is a zone defender underneath sort of and this could be safety first. it does prevent a potential bunch of yac. (ma, 2, protection 3/3)
",61,10,0,,0.4,0.4,0.4,0.4,1,17.0,17.0,1.0,1.0,1.0,1,0,0,1,1,0,0,0,2019-offense-vs-rutgers,5,2019
6,o44,1,10,4-3 even sam,shotgun twins twin te,7,2.0,1.0,2.0,inside zone,charbonnet,run,8,"
jet fake. iz. onwenu(+1) again puts his guy a couple yards from where he wants to be. m doubles an end with mayfield(+1) releasing and getting a good, moving second level block. i think eubanks(-1) messed up and is supposed to step around; both guys release and de could be trouble if this doesn’t hit as quickly as it does. charbonnet(+1) has a slick cut right off mayfield and spins through a safety tackle that collins(-1) was not assertive enough on with his block.
",44,10,0,,0.6,0.5,0.5,0.5,0,8.0,8.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,6,2019
7,o36,2,2,4-3 even sam,shotgun 4-wide tight,7,2.0,1.0,2.0,inside zone,charbonnet,run,4 (pen -5),"
first play on which a read is even threatened and ye gods this is a pull. i am assuming it is not a real read. it’s such a pull read (even though it is not a read) that charbonnet’s(+0.5) best move is to cut all the way back since there’s a de crashing hard on eubanks. no gap as a result of the crash and then the de is able to peel back and get in a tackle. jackson(-1) is the guy i’m blaming for the illegal formation.
",36,2,0,,0.4,0.42857142857142855,0.42857142857142855,0.42857142857142855,0,,,,,,0,-5,0,0,0,0,0,0,2019-offense-vs-rutgers,7,2019
8,o41,2,7,nickel over,shotgun 2-back,6,3.0,1.0,1.0,outside zone,charbonnet,run,4,"
jackson in backfield, flare motion out. i’m rusty on my oz, but: backside dt fires hard and i think ruiz(-1) needs to feel that and give onwenu help. onwenu(+0.5) battles hard and does a pretty good job to stall this guy out after his first step got him into the backfield but he has to give ground to do so and charbonnet has to bend around this. mayfield(+1) gets a good backside cut; bredeson(+0.5) initially stalled but gets some depth on the other dt eventually. ruiz goes for a lb and that guy is headed to a gap outside; charbonnet(+0.5) cuts back and just can’t quite get past the first level because of the bend.
",41,7,0,,0.4,0.375,0.375,0.375,0,4.0,4.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,8,2019
9,o37,3,3,4-3 over,shotgun trips tight bunch,7,3.0,1.0,1.0,false start,onwenu,penalty,-5,"
onwenu -1.
",37,3,0,,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,-5.0,-5.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,9,2019
10,o42,3,8,okie one,shotgun trips te,6.5,3.0,1.0,1.0,throwaway,,pass,inc (pen +10),"
very bad from patterson, who appears to lock in on bell the whole play. rutgers drops a lb into that throwing lane. patterson has forever and due to some yakety sax that knocks a rutgers db over, dpj is wide open for a walk-in td. patterson never finds it. he bails the pocket after forever and boots it oob. m gets lucky as refs(+3) throw a horrible holding flag on a rutgers db. (tax, 0, protection 3/3)
",42,8,1,,0.2,0.3,0.3,0.3,1,,10.0,0.0,,1.0,0,10,1,0,0,0,0,0,2019-offense-vs-rutgers,10,2019
11,o32,1,10,4-3 under,shotgun 2-back,7,3.0,1.0,1.0,dumpoff,haskins,pass,5 (pen +10),"
mayfield(-2) beat pretty much clean around the corner. he pushes the de to nine yards instead of eight and that is enough time for patterson to get the ball out under duress. (ca+, 3, protection 0/2). another holding call on rutgers; no replay, dunno.
",32,10,0,,0.2,0.4,0.36363636363636365,0.36363636363636365,1,,15.0,,,1.0,0,10,1,0,0,0,0,0,2019-offense-vs-rutgers,11,2019
12,o22,1,10,nickel even,pistol 3-wide,7,3.0,1.0,1.0,pin and pull,turner,run,1,"
eubanks(-2) loses his edge block against the de. can’t run pnp and lose the emlos block. turner cuts back. runyan’s guy is chasing but this always happens on pnp because you’re giving up backside blocking angles.
",22,10,0,,0.4,0.4,0.4166666666666667,0.4166666666666667,0,1.0,1.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,12,2019
13,o21,2,9,nickel even,shotgun twins twin te,7,2.0,1.0,2.0,sack,,pass,-4,"
hand clap induces a blitz tip from rutgers. runyan(-2) doesn’t read it and get out on it, instead blocking a guy that bredeson has correctly targeted. patterson has to bug out, can’t find anyone, runs oob for a sack. (pr, n/a, protection 0/2, patterson -1)
",21,9,1,,0.4,0.4,0.38461538461538464,0.38461538461538464,1,-4.0,-4.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,13,2019
14,o25,3,13,nickel even,shotgun 3-wide,6,3.0,1.0,1.0,fade,dpj,pass,22,"
yeah that’s an option with your guy who throws beautiful fades and your legion of giant nfl receivers. patterson cannot place this better. dpj gets a rake from the db after and holds on. (do, 2, protection 1/1)
",25,13,1,,0.6,0.5,0.42857142857142855,0.42857142857142855,1,22.0,22.0,1.0,1.0,1.0,1,0,0,1,1,1,0,0,2019-offense-vs-rutgers,14,2019
15,o3,1,g,goal line,shotgun 3te,10,1.0,1.0,3.0,down cg,haskins,run,0,"
schoonmaker(-2) zips past an olb on the los he absolutely has to block down on. onwenu(+1) gets this guy and is able to step around him and seal him inside. ruiz(+0.5) gets around this to kick. haskins in the clear, except that all(-2) targeted the wrong guy and could only abort with a late attempted shoulder shove that did nothing to prevent the s from coming in on haskins.
",3,3,0,,0.8,0.5,0.4666666666666667,0.4666666666666667,0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,15,2019
16,o3,2,g,goal line,pistol 3te,10,1.0,1.0,3.0,inside zone,haskins,run,0,"
schoonmaker(-2) again blows an assignment. olb lines up inside of him. presnap he moves outside. he flares to be force. all kicks him. schoonmaker… also kicks him. free hitter at three yards is a problem. no respect to qb boot on this play. mayfield(+0.5) got some push on a guy and popped on a second so if schoonmaker is blocking the lb who gets haskins this could be a td.
",3,3,0,,0.6,0.4,0.4375,0.4375,0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,16,2019
17,o3,3,g,goal line,ace 3te,10,1.0,1.0,3.0,qb naked boot,patterson,run,3,"
patterson has a route from eubanks that is equally open, to boot. filing this is a run anyway. rps +1.
",3,3,0,,0.4,0.4,0.4117647058823529,0.4117647058823529,0,3.0,3.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,17,2019
18,m5,1,10,nickel under,shotgun 3-wide,6,3.0,1.0,1.0,out,collins,pass,11,"
cb playing way off with inside leverage so this is easy. runyan(-1) does get chucked away for some pressure. (ca,3, protection ½)
",95,10,0,,0.4,0.4,0.3888888888888889,0.3888888888888889,1,11.0,11.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-rutgers,18,2019
19,m16,1,10,3-4 over,shotgun twins twin te,7,2.0,1.0,2.0,power o,charbonnet,run,-2,"
ruiz(-2) airballs on the nt, who surges to the backfield and picks off all. bredeson(-1) doesn’t read the slant from the dl and runs to a second level with no one; he should be picking up the runyan(+1) downblock and making it count; runyan shoves his guy and gets to the second level. onwenu(+0.5) gets a kickout but no second puller means charbonnet gets tattooed.
",84,10,0,,0.4,0.5,0.42105263157894735,0.42105263157894735,0,-2.0,-2.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,19,2019
20,m14,2,12,nickel over,shotgun twins twin te,7.5,2.0,1.0,2.0,pin and pull,charbonnet,run,6,"
all(+0.5) gets decent push on a downblock; bredeson(+0.5) and ownenu(+0.5) pull around and get their blocks. charbonnet(+1) has a free hitter who is a safety who started at eight; he breaks that tackle… mostly. he’s about to go get a chunk after breaking the tackle but it juuuuuust brings him down. rps -1, free hitter s at 8.
",86,12,1,,0.2,0.5,0.4,0.4,0,6.0,6.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,20,2019
21,m20,3,6,nickel over,shotgun 2te tight,6.5,2.0,1.0,2.0,deep out,collins,pass,inc,"
time. nobody open. patterson goes with collins on an out route; collins(route -) stumbles and ends up out of the line of the throw, which looked okay. (ma, 0, protection 2/2). gattis is furious at the refs after this.
",80,6,1,,0.2,0.4,0.4,0.38095238095238093,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,21,2019
22,m47,1,10,nickel over,shotgun twins twin te,6.5,2.0,1.0,2.0,waggle deep out,black,pass,22,"
another big chunk on a waggle as black(route+) gets open by two yards. patterson squares his shoulders as he’s moving opposite his throwing arm and puts in a strike. (do, 3, protection n/a)
",53,10,0,,0.4,0.4,0.4,0.4090909090909091,1,22.0,22.0,1.0,1.0,1.0,1,0,0,1,1,1,0,0,2019-offense-vs-rutgers,22,2019
23,o31,1,10,30 nickel slide,shotgun 4-wide,6,3.0,1.0,1.0,post,dpj,pass,28 (pen -5),"
light box and off coverage from rutgers. three man rush converts to 4 with delayed blitzer; lbs don’t get depth, dpj easily beats s to post. patterson nails him. (do, 3, protection 2/2). it comes back because both dpj and collins lined up on the los. probably a dpj issue since he was in the slot, but dunno.
",31,10,0,,0.6,0.5,0.45,0.43478260869565216,1,,,,,,0,-5,0,0,0,0,0,0,2019-offense-vs-rutgers,23,2019
24,o36,1,15,30 nickel slide,shotgun 3-wide,6,3.0,1.0,1.0,pa te in,eubanks,pass,13,"
pa, pull sucks the lb level in hard, so a big window in the middle of the field. patterson hits it but makes eubanks go to a full stretch to bring it in. (ma, 2, protection 1/1, rps +1)
",36,15,0,,0.6,0.5,0.5,0.4583333333333333,1,13.0,13.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-rutgers,24,2019
25,o23,2,2,4-3 even,pistol twins twin te,7,2.0,1.0,2.0,zone stretch,wilson,run,4,"
tes clear the edge with eubanks(+1) and all(+1) driving a de and all pops out on an overhang db. onwenu wants to pass up the dt but he slants to him since there’s a blitz on behind him; ruiz(+0.5) finds that and cuts it off. onwenu(+0.5) does react to the dt and stop him on a not-quite reach block; want to see wilson(-1) put his foot in the ground and cut because he might break an ankle tackle and get a big play.
",23,2,0,,0.8,0.5,0.5,0.48,0,4.0,4.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,25,2019
26,o19,1,10,nickel even,shotgun 3-wide,6.5,3.0,1.0,1.0,hitch,black,pass,8,"
soft coverage, hitch is easy. patterson throws a wobbler and black lets it get to his chest so this is a little ramshackle but charting is largely results-based. (ca, 3, protection 1/1)
",19,10,0,,0.8,0.5,0.45,0.46153846153846156,1,8.0,8.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,26,2019
27,o11,2,2,4-3 over,shotgun twins twin te,7,2.0,1.0,2.0,power o,wilson,run,1,"
blocked up; runyan(+0.5) gets a down block; onwenu(+0.5) gets some push on a kickout. all(+1) comes around as the second man through and gets low to thunk a linebacker. wilson(-0.5) gets a cb to him in a fairly small gap and can’t really do anything with him, minimal yac. rps -1; jet fake took away a potential blocker and didn’t get much done otherwise.
",11,2,0,,0.8,0.6,0.5,0.48148148148148145,0,1.0,1.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,27,2019
28,o10,3,1,4-4 over,shotgun trips tight bunch,10,3.0,1.0,1.0,duo,haskins,run,5,"
orbit motion from dpj, mesh but no real read with no unblocked end. iz with mega-extended doubles is duo and i’ll try to call that out better this year. ruiz(+0.5) and onwenu(+0.5) move one dt; bredeson(+0.5) and runyan(+0.5) the other, and haskins just burrows behind them to convert. lb ran around this and tried to get in an ankle tackle but not enough.
",10,1,0,,0.6,0.6,0.5,0.4642857142857143,0,5.0,5.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,28,2019
29,o5,1,g,goal line,shotgun 3te,10,1.0,1.0,3.0,split zone,haskins,run,0,"
ru pinches their line to prevent more doubles. bubble over the tes but split zone takes one of them away from the poa. mayfield(-1) is doubling a dl with onwenu(-0.5), nobody gets much push; mayfield appears to be looking up a lb who is not coming and misses a safety who is until very late. bredeson(-1) got shed on the backside and haskins has nowhere to go.
",5,5,0,,0.4,0.5,0.5,0.4482758620689655,0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,29,2019
30,o5,2,g,goal line,shotgun 3te tight,11,1.0,1.0,3.0,waggle scramble,patterson,pass,5,"
ru covers most of this but in part because a db pulls the watson draft on schoonmaker (refs -2) and should really be flagged. ru has a db run his ass off to get to bell in the flat; they’ve also got a safety there and that leaves no one for the qb. (scr, n/a, protection n/a)
",5,5,0,,0.2,0.5,0.5,0.43333333333333335,1,5.0,5.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,30,2019
31,m37,1,10,3-3 stack,pistol 3-wide,7,3.0,1.0,1.0,zone stretch,turner,run,10,"
turner rescues this as bredeson(-0.5) and ruiz(-1) fail to do anything with the playside de. bredeson goes vertical on him and he’s able to swim over the top and get into the rushing lane; ruiz isn’t stepping around and his pushing is counterproductive. onwenu(-1) also loses a guy who ends up behind him. runyan(+1) finds his guy and has an extended driving block on him; he doesn’t get enough push early for a +2 but not bad. eubanks(+0.5) gets a kickout. turner(+2) ends up in a pocket of space he should get nailed in but breaks three tackles and bursts for a nice gain.
",63,10,0,,0.4,0.6,0.5,0.45161290322580644,0,10.0,10.0,,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-rutgers,31,2019
32,m47,1,10,4-3 under,shotgun twins twin te,7,2.0,1.0,2.0,inside zone,turner,run,4,"
jet fake, mesh, no respect for either really. mayfield(+1) and schoonmaker(+0.5) double a dt and mayfield shoves him down the line; all(-0.5) sees his guy dive inside of him; he’s never going to keep this guy out of the gap but he’s light and gets shoved back a bit. turner(+0.5) is decisive and is able to crunch a solid number of yards out of this. rps -1.
",53,10,0,,0.2,0.5,0.45,0.4375,0,4.0,4.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,32,2019
33,o49,2,6,4-3 even,shotgun 3-wide,7,2.0,2.0,1.0,jet sweep,turner,run,6,"
turner at wr, jet action, and the give. haskins(+0.5) leads out and gets a decent shove on a dl who was dropping into space on the snap; mayfield(+0.5) makes decent downfield contact on a lb; turner cuts up behind haskins’s block. he’s at the sticks when mayfield’s guy sticks him impressively.
",49,6,0,,0.2,0.4,0.45,0.42424242424242425,0,6.0,6.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,33,2019
34,o43,1,10,nickel even,shotgun 2-back,6,3.0,1.0,1.0,zone stretch,jackson,run,2,"
slant away from the play causes some hesitation and weird blocking. runyan(+0.5) blocks down on a guy slanting away from him; he does recover to get a kickout block on the overhang guy coming down. bredeson(+1) is able to step around and seal him. usually good but because of the slant lbs are charging hard to fill this gap. ruiz decides to pull around the bredeson block a yard in the backfield and he gets to the poa; he is not in time to be helpful. jackson(-0.5) could have more patience here to set up his blocks. rps –1.
",43,10,0,,0.2,0.3,0.4,0.4117647058823529,0,2.0,2.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,34,2019
35,o41,2,8,nickel even,shotgun trips te,6,3.0,1.0,1.0,in,bell,pass,9,"
excellent pocket; ru screws up their blitz timing and that does help. patterson stands in and fires a dart to bell that’s a hair or two late; this allows a s to come over and hit the ball just as bell catches it. it bounces off bell’s chestplate and back into his hands. probably more luck than anything, but okay here’s your 1. (ma, 1, protection 2/2)
",41,8,1,,0.2,0.2,0.35,0.4,1,9.0,9.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,35,2019
36,o32,1,10,4-3 even,shotgun 2te,7.5,2.0,1.0,2.0,split zone,wilson,run,4,"
slant to this; onwenu(+1) reads it, stalls out a de diving inside, and then leaves to hit a linebacker. mayfield leaves that guy as well because he sees a blitzer coming and goes to pick that up. m would be better off if he just stuck with the original guy but that’s a good kind of error, i guess. ruiz(+1) seals and moves the nt so a decent hole for wilson(-0.5); wilson ends up running right into the lb onwenu is blocking and going down with no yac. gotta at least bend away from him and let him hit you from the side; feel like wilson’s feet aren’t as quick as turner/charbonnet.
",32,10,0,,0.2,0.3,0.4,0.4166666666666667,0,4.0,4.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,36,2019
37,o28,2,6,3-3 stack,shotgun 4-wide,6,3.0,1.0,1.0,deep out,bell,pass,10,"
nice pocket, mostly. mayfield does let his guy around the edge a little but pushes him past patterson without incident. patterson throws a nice looping ball to bell to convert. (ca, 3, protection 2/2). technical difficulties mean there’s some projection here.
",28,6,0,,0.2,0.2,0.4,0.40540540540540543,1,10.0,10.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-rutgers,37,2019
38,o18,1,10,nickel under,shotgun 3-wide,6,3.0,1.0,1.0,te out,eubanks,pass,3,"
this is a dumpdown option but seemingly the correct one; could try collins on an in. (ca, 3, protection 1/1)
",18,10,0,,0.4,0.3,0.45,0.42105263157894735,1,3.0,3.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,38,2019
39,o15,2,7,exotic,shotgun trips tight bunch,6,3.0,1.0,1.0,corner,bell,pass,inc,"
bell has a little separation; not a ton. patterson leaves it short and allows the db to get a relatively easy pbu. ma/in borderline. (ma, 0, protection 2/2)
",15,7,0,,0.6,0.4,0.45,0.4358974358974359,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,39,2019
40,o15,3,7,nickel under,shotgun 3-wide,6,3.0,1.0,1.0,fade,collins,pass,inc,"
miscommunication between collins(route -) and patterson that i put on collins, who’s looking over his inside shoulder on a fade that hits the ground at the lower left corner of the m and looks for all the world like a great back-shoulder fade. (ma, 0, protection 1/1)
",15,7,1,,0.8,0.5,0.5,0.45,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,40,2019
41,o15,1,10,4-3 even,pistol twins twin te,7.5,2.0,1.0,2.0,zone stretch,turner,run,3,"
m gets ru to tip a blitz and then checks; they check to a stretch away from the blitz, which is fine i guess but they don’t execute very well. ruiz(-1) doesn’t chip a dt slanting to him and bredeson gets a very difficult task to try to slow this guy down. turner doesn’t like it and moves outside. understandable. all(-1) goes straight upfield and his guy easily pops outside of him. eubanks(+1) has a db to the outside; mayfield has no angle on a lb once it bounces. turner gets what he can on the edge.
",15,10,0,,0.8,0.5,0.55,0.475,0,3.0,3.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,41,2019
42,o12,2,7,nickel under,shotgun 3-wide,6,3.0,1.0,1.0,belly,turner,run,5,"
de tucked inside of eubanks(+1); eubanks blocks down on him on iz, which moves that guy some distance and opens up a cutback lane; safety coming down fills it after a reasonable distance.
",12,7,0,,0.8,0.5,0.5,0.45,0,5.0,5.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,42,2019
43,o7,3,2,30 nickel slide,shotgun 4-wide tight,7,2.0,1.0,2.0,inside zone,turner,run,7,"
mayfield(+1) fires out and drives a dt a little, then seals him outside. eubanks(+1) makes a pretty tough block to get down and cut off an olb trying to slant inside of him. usually when a te off the los tries this it goes badly. he manages to shut the door. ruiz(+0.5) fires a nt down the line; onwenu(+0.5) finds a second level guy to cut off. turner(+1) zips up the gap, meeting a safety at the four. he’s able to keep his feet, keep his legs moving, and churn. a shove from runyan(+0.5) breaks the plane.
",7,2,0,,0.6,0.5,0.45,0.45,0,7.0,7.0,,1.0,1.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,43,2019
44,m8,1,10,nickel under,shotgun 3-wide,6.5,3.0,1.0,1.0,rpo slant,bell,pass,inc,"
rpo wipes the lb level, probably because michigan has run the ball at all; bell is open. patterson’s throw is low, below the knees, and bell can’t bring it in. (in, 2, rpo)
",92,10,0,,0.4,0.5,0.4,0.45,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,44,2019
45,m8,2,10,nickel under,shotgun 3-wide,6.5,3.0,1.0,1.0,waggle flat,dpj,pass,17,"
wr stack has a guy in press and a deeper guy. guy in press runs with bell vertically; off guy has dpj and has to run with that. easy open pitch and catch. (ca, 3, rps +1) dpj(+1) breaks a tackle to add some yards.
",92,10,1,,0.4,0.6,0.4,0.45,1,17.0,17.0,1.0,1.0,1.0,1,0,0,1,1,0,0,0,2019-offense-vs-rutgers,45,2019
46,m25,1,10,nickel even,shotgun twins twin te,6,2.0,1.0,2.0,te y cross,eubanks,pass,26,"
pa, tons of time. deep switch routes from the two wrs drag defenders deep and pop eubanks open on the cross. patterson hits him in stride. (do, 3, protection 3/3)
",75,10,0,,0.4,0.6,0.45,0.45,1,26.0,26.0,1.0,1.0,1.0,1,0,0,1,1,1,0,0,2019-offense-vs-rutgers,46,2019
47,o49,1,10,nickel even,shotgun 3-wide,6,3.0,1.0,1.0,comeback,bell,pass,11,"
go threatened; bell breaks it off and has a couple of yards of separation when patterson puts it on him. bell is able to dodge a tackle for a second and get a couple yac. (ca, 3, protection 2/2, bell route +)
",49,10,0,,0.6,0.7,0.45,0.475,1,11.0,11.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,2019-offense-vs-rutgers,47,2019
48,o38,1,10,4-3 under,shotgun twins twin te,7.5,2.0,1.0,2.0,inside zone,turner,run,3,"
keep possible, should be made, not grading or rpsing this since it’s 31-0 but it does matter to the run structure. backside is actually there but turner starts frontside and there is an okay gap there he takes. ruiz again leaves immediately; bredeson(-0.5) has tough job and kind of doesn’t get there. onwenu(+0.5) carves some space; bredeson’s guy comes off to tackle as turner passes. all(+1) had a completely irrelevant block but does send a db for a ride.
",38,10,0,,0.8,0.7,0.5,0.5,0,3.0,3.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,48,2019
49,o35,2,7,nickel even,shotgun twin te,6.5,2.0,1.0,2.0,inside zone,turner,run,3,"
man, ruiz(-1) just keeps doing nothing on plays. here he snaps and sees no one because the lb level is shifted so heavily weakside and never touches anyone. if he looks for work and hits the guy bredeson is dealing with maybe they carve a frontside gap. instead there’s not much of one despite onwenu(+0.5) and mayfield(+0.5) giving to to one dt; turner cuts backside into the shifted lb level and gets an unblocked guy. eubanks(+0.5) drove an olb to open up what space there is.
",35,7,0,,0.8,0.6,0.5,0.5,0,3.0,3.0,,0.0,0.0,1,0,0,0,0,0,0,0,2019-offense-vs-rutgers,49,2019
50,o32,3,4,okie two,shotgun 4-wide,6,3.0,1.0,1.0,fade,collins,pass,int,"
i’m never going to criticize a decision to go at collins on a go one on one; the throw… yeah. patterson leaves this short an inside; nice play by the db to come down with it. (in, 1, protection 1/1)
",32,4,0,,0.6,0.5,0.5,0.5,1,0.0,0.0,,0.0,1.0,0,0,1,0,0,0,0,0,2019-offense-vs-rutgers,50,2019
51,o40,1,10,nickel over,shotgun trips te,6.5,3.0,1.0,1.0,bubble screen,dpj,pass,17,"
ain’t sayin’ nothin’. ru safety plays this horribly. should be 7-8 yards, he goes vertical and makes it much more. black(+0.5) and collins(+0.5) both get adequate edge blocks. (ca, 3, screen, rps +1)
",40,10,0,,0.6,0.5,0.5,0.5,1,17.0,17.0,1.0,1.0,1.0,1,0,0,1,1,0,0,0,2019-offense-vs-rutgers,51,2019
52,o23,1,10,4-3 over,shotgun trips te,7,3.0,1.0,1.0,wheel,dpj,pass,inc,"
looks like ru covers everything pretty well. patterson could check down to wilson but goes for dpj, who is on a wheel against a lb. patterson puts it a little too far outside and upfield as he tries for the perfect throw instead of the 50/50 ball. 50/50 would have been better; a lb in coverage against dpj is a good bet. (in, 0, protection 2/2)
",23,10,0,,0.6,0.6,0.55,0.5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,52,2019
53,o23,2,10,3-4 weak,shotgun twin te,7,2.0,1.0,2.0,power o,turner,run,0,"
ru slants to the strong side as they inevitably must given their alignment. dt shaded between onwenu(-1) and ruiz(-1) shoots the gap. i sympathize with onwenu, who gets a dude screaming upfield, and ruiz is again blocking no one as he releases to no one. he should be able to read this, there is no lb level for him. nt blows through all and grabs the back.
",23,10,1,,0.6,0.7,0.6,0.525,0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,2019-offense-vs-rutgers,53,2019
